,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
117路,下行,五路居站,安贞里站,安贞桥东站,和平西桥站,和平东桥站,和平里东街站,和平里路口南站,和平里南街站,地坛东门站,雍和宫桥北站,雍和宫站,北新桥路口北站,东内小街站,东直门内站,东直门站,春秀路站,幸福三村站,工人体育场站,长虹桥西站,团结湖站,甜水园街北口站,甜水园北里站,金台路口南站,红庙路口北站,红庙路口东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
118路,上行,红庙路口东站,红庙路口西站,小庄路口东站,呼家楼西站,关东店站,东大桥路口北站,朝阳医院站,工人体育场站,工人体育馆站,东四十条桥东站,东四十条桥西站,东四十条站,张自忠路站,宽街路口东站,锣鼓巷站,地安门东站,北海北门站,东官房站,厂桥路口东站,平安里路口东站,平安医院站,官园站,车公庄西站,三塔寺站,二里沟东口站,郝家湾站,二里沟西口站,四道口东站,外文印刷厂站,老虎庙站,花园桥北站,紫竹桥南站,紫竹院南门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
118路,下行,紫竹院南门站,白石桥南站,四道口东站,二里沟西口站,郝家湾站,二里沟东口站,三塔寺站,车公庄东站,官园站,平安医院站,平安里路口东站,厂桥路口东站,东官房站,北海北门站,地安门东站,锣鼓巷站,宽街路口东站,张自忠路站,东四十条站,东四十条桥西站,东四十条桥东站,工人体育馆站,工人体育场站,朝阳医院站,东大桥路口北站,东大桥路口东站,关东店站,呼家楼西站,小庄路口东站,红庙路口西站,红庙路口东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
119路,上行,安定门站,地坛西门站,蒋宅口站,小黄庄站,青年沟西口站,和平里西街站,青年沟东口站,和平里东街站,和平东桥北站,中日医院站,对外经贸大学站,惠新东桥南站,惠新东桥东站,育慧南路站,中国现代文学馆站,芍药居站,芍药居东站,地铁芍药居站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
119路,下行,地铁芍药居站,育慧南路南口站,对外经贸大学东门站,中国现代文学馆站,对外经贸大学站,中日医院站,和平东桥南站,和平里东街站,青年沟东口站,和平里西街站,青年沟西口站,小黄庄站,蒋宅口站,地坛西门站,安定门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
120路,上行,石榴园东区站,石榴园站,赵公口桥南站,赵公口桥西站,木樨园桥东站,木樨园桥北站,沙子口站,永定门内站,先农坛站,天桥站,珠市口南站,大栅栏站,前门站,天安门广场东站,天安门东站,王府井站,北京站口东站,日坛路站,永安里路口北站,芳草地南站,芳草地站,东大桥路口北站,朝阳医院站,工人体育场站,幸福三村站,塔园村站,新源里站,左家庄站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
120路,下行,左家庄站,新源里站,塔园村站,幸福三村站,工人体育场站,朝阳医院站,东大桥路口北站,芳草地站,芳草地南站,永安里路口西站,日坛路站,北京站口东站,王府井站,天安门东站,天安门广场西站,前门站,大栅栏站,珠市口南站,天桥站,天坛西门站,永定门内站,沙子口站,木樨园桥北站,木樨园桥东站,赵公口桥西站,赵公口桥南站,石榴园站,石榴园东区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
121路,上行,南坞站,南坞(南行)站,东冉村站,四季青桥北站,四季青桥南站,营慧寺站,五路桥站,定慧桥北站,定慧桥东站,定慧寺东站,西钓鱼台站,航天桥西站,航天桥东站,马神庙站,白堆子口东站,甘家口东站,阜外西口站,展览路站,阜成门站,阜成门内站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
121路,下行,阜成门内站,阜成门站,展览路站,阜外西口站,甘家口东站,白堆子口东站,马神庙站,航天桥东站,航天桥西站,西钓鱼台站,定慧寺东站,定慧桥东站,定慧桥北站,五路桥站,营慧寺站,四季青桥南站,四季青桥北站,东冉村站,南坞站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
122路,上行,北京西站南广场站,湾子站,广外甘石桥站,达官营站,广外关厢站,广安门南站,椿树馆街站,白纸坊桥南站,菜户营桥北站,菜户营桥东站,大观园站,右安门东站,开阳桥东站,陶然亭公园南门站,陶然桥东站,永定门东站,天坛南门站,玉蜓桥西站,芳古园北站,方庄环岛西站,芳城园站,左安门外站,肿瘤医院站,劲松南路西口站,光明桥站,广渠门站,建国门南站,北京站东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
122路,下行,北京站东站,建国门南站,广渠门桥站,光明桥站,肿瘤医院站,左安门外站,芳城园站,方庄环岛西站,芳古园站,蒲黄榆站,玉蜓桥西站,天坛南门站,永定门东站,永定门西站,陶然亭公园南门站,开阳桥西站,右安门西站,大观园站,菜户营桥北站,白纸坊桥北站,椿树馆街站,广安门南站,广外关厢站,达官营站,广外甘石桥站,湾子站,莲花池站,北京西站南广场站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
123路,上行,东直门枢纽站,东直门北站,东土城路南口站,东土城路站,地铁柳芳站,和平里路口北站,青年沟东口站,和平里西街站,青年沟西口站,小黄庄站,外馆斜街站,安华西里站,黄寺大街东口站,黄寺站,阳光丽景小区站,黄寺大街西口站,马甸桥南站,马甸桥西站,北太平桥西站,蓟门桥东站,蓟门桥西站,地铁大钟寺站,金五星百货城站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
123路,下行,金五星百货城站,蓟门桥西站,蓟门桥东站,北太平桥西站,北太平桥东站,马甸桥南站,德外关厢站,黄寺大街西口站,阳光丽景小区站,黄寺站,黄寺大街东口站,安华西里站,外馆斜街站,小黄庄站,青年沟西口站,和平里西街站,青年沟东口站,和平里路口东站,地铁柳芳站,东土城路站,东土城路南口站,北官厅站,东直门北站,东直门枢纽站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
124路,上行,大屯东站,大屯南站,炎黄艺术馆站,安慧桥北站,奥体东门站,五路居站,安贞里站,安外甘水桥站,蒋宅口站,地坛西门站,安定门内站,方家胡同站,小经厂站,宝钞胡同站,鼓楼站,地安门外站,地安门内站,景山东街站,景山东门站,故宫站,北海站,西安门站,西四丁字街站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
124路,下行,西四路口东站,西安门站,北海站,故宫站,景山东门站,景山东街站,地安门内站,地安门外站,鼓楼站,宝钞胡同站,小经厂站,方家胡同站,安定门内站,地坛西门站,蒋宅口站,安外甘水桥站,安贞里站,五路居站,奥体东门站,安慧桥北站,炎黄艺术馆站,大屯南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
125路,上行,安定门站,地坛西门站,和平里中街西口站,地坛北门站,和平里中街站,和平里北街站,和平西桥南站,和平西桥北站,惠新西街南口站,惠新苑站,惠新里站,对外经贸大学站,中国现代文学馆站,育慧南路站,望和桥站,芍药居站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
125路,下行,芍药居站,中国现代文学馆站,对外经贸大学站,惠新里站,惠新苑站,惠新西街南口站,和平西桥北站,和平西桥南站,和平里北街站,和平里中街站,地坛东门站,雍和宫桥北站,安定门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
126路,上行,青年路小区站,青年路口站,十里堡北里站,八里庄南里站,红领巾公园站,延静里站,金台路口东站,水碓子站,呼家楼北街站,东大桥东站,东大桥站,东大桥路口南站,芳草地站,芳草地南站,永安里路口西站,日坛路站,北京站东站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
126路,下行,北京站东站,北京站前街站,北京站口东站,日坛路站,永安里路口北站,芳草地南站,芳草地站,东大桥路口东站,东大桥东站,呼家楼北街站,水碓子站,金台路口东站,延静里站,红领巾公园站,八里庄南里站,十里堡北里站,青年路口站,青年路小区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
128路,上行,城外诚站,郭家村站,成仪路站,方庄南路南口站,方庄桥南站,方庄桥西站,方庄南口站,方庄环岛南站,方庄环岛西站,蒲方路西口站,蒲黄榆站,东侧路站,天坛体育场站,法华寺站,红桥路口北站,磁器口北站,花市路口南站,崇文门内站,东单路口南站,米市大街站,灯市东口站,东四路口南站,美术馆东站,沙滩路口西站,故宫站,北海站,西安门站,后库站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
128路,下行,后库站,北京三十九中学站,西安门站,北海站,故宫站,沙滩路口西站,美术馆东站,东四路口南站,灯市东口站,米市大街站,东单路口北站,崇文门内站,花市路口南站,磁器口北站,红桥路口北站,法华寺站,天坛体育场站,东侧路站,蒲方路西口站,方庄环岛西站,方庄环岛南站,方庄南口站,东铁营桥东站,方庄桥南站,方庄南路南口站,成仪路站,郭家村站,城外诚站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
130路,上行,东湖站,利泽西街东口站,望京花园西区站,侯庄路口南站,大西洋新城东门站,大西洋新城南门站,花家地西里站,南湖南路站,南湖西里站,望京桥北站,望京桥南站,夏家园站,西坝河路北口站,西坝河北里站,西坝河站,太阳宫桥(西行)站,太阳宫桥(东行)站,七圣路站,光熙门北里站,西坝河南里站,七圣南路站,国际展览中心站,柳芳北街站,地铁柳芳站,东土城路站,东土城路南口站,北官厅(西行)站,北小街豁口站,雍和宫桥东(西行)站,雍和宫桥东(东行)站,北官厅站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
130路,下行,北官厅站,东直门北站,东土城路南口站,东土城路站,地铁柳芳站,柳芳北街站,国际展览中心站,七圣南路站,西坝河南里站,光熙门北里站,七圣路站,西坝河(东行)站,静安庄站,西坝河(西行)站,西坝河北里站,西坝河路北口站,夏家园站,望京桥南站,望京桥北站,南湖西里站,南湖南路站,花家地西里站,大西洋新城南门站,大西洋新城东门站,侯庄路口南站,望京花园西区站,利泽西街东口站,东湖站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
131路,上行,东直门站,东直门枢纽站,左家庄站,三元桥西站,三元桥站,三元桥东站,四元桥西站,京顺路丽都饭店站,广顺南大街南口站,阜通东大街站,花家地北里站,望花路站,广顺南大街北口站,大西洋新城东门站,侯庄路口南站,宏昌路站,望京花园站,望京科技创业园站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
131路,下行,望京科技创业园站,望京花园站,宏昌路站,侯庄路口南站,大西洋新城东门站,广顺南大街北口站,望花路站,花家地北里站,花家地南里站,法制日报社站,四元桥西站,三元桥东站,三元桥站,三元桥西站,左家庄站,东直门枢纽站,东直门站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
132路,上行,东直门枢纽站,春秀路站,新源里站,左家庄站,左家庄东街站,左家庄北里站,静安庄站,坝河站,夏家园站,太阳宫公园站,望京桥南站,望京桥北站,阜通西大街西口站,花家地南街站,北京九十四中学站,花家地西里站,南湖南路站,南湖南路北口站,南湖东园站,侯庄路口北站,望京西园二区站,望京花园站,望京科技创业园站,望京北路东口站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
132路,下行,望京北路东口站,望京科技创业园站,望京花园站,望京西园二区站,湖光北街东口站,南湖东园站,南湖南路北口站,南湖南路站,花家地西里站,北京九十四中学站,花家地南街站,阜通西大街西口站,望京桥北站,望京桥南站,太阳宫公园站,夏家园站,坝河站,曙光里站,曙光里南口站,静安庄站,静安东街站,左家庄东街站,左家庄站,新源里站,春秀路站,东直门枢纽站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
133路,上行,北京南站,开阳桥北站,自新路口北站,南横街路口西站,教子胡同南口站,牛街西里站,白广路站,枣林前街站,白广路北口站,广安门内站,广外关厢站,达官营站,湾子站,莲花池站,六里桥东站,六里桥西站,地铁六里桥站,小井桥东站,丰台路口东站,丰台路口西站,大井站,五里店东站,五里店站,五里店西站,西道口站,抗战雕塑园站,晓月苑一里站,晓月苑二里站,晓月苑小区站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
133路,下行,晓月苑小区站,晓月苑二里站,晓月苑一里站,抗战雕塑园站,西道口站,五里店西站,五里店站,五里店东站,大井站,丰台路口西站,丰台路口东站,小井路口东站,六里桥西站,六里桥东站,莲花池站,湾子站,达官营站,广外关厢站,广安门内站,枣林前街站,白广路站,牛街西里站,教子胡同南口站,南横街路口西站,自新路口北站,开阳桥北站,北京南站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
138路,上行,唐家村站,东石门站,大郊亭桥站,百子湾桥站,百子湾桥西站,北京东站,八王坟南站,八王坟北站,光华路东口站,红庙路口东站,英家坟站,慈云寺站,东八里庄站,十里堡站,十里堡站,十里堡小区站,十里堡北里站,农民日报社站,农民日报社北站,八里庄北里东站,八里庄北里站,高庙站,石佛营西里站, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
