,title,time,content
78,线路调整公告,07/01 2020,为方便乘客出行，结合乘客意见建议，自2020年7月3日首车起，以下线路增设中途站位、调整营业时间：1．822路：双向增设“汇景园小区”站，营业时间调整为：潮白河孔雀城5:00-21:00，地铁潞城站6:00-22:00。2．T107路、T115路：双向增设“土桥中路”站。
79,通州西站公交线路调整通告,07/01 2020,为方便通州西站周边乘客出行，增加通州西站地面公交接驳服务，自2020年7月3日首车起，4条线路调整至通州西站，具体如下：1．591路首末站：乔庄－通州西站增设站位：颐瑞中二路北口、通州西站。营业时间：乔庄5:30-22:15；通州西站6:15-23:00。2．810路首末站：香河总站－通州西站增设站位：青海城小区、通州西站。营业时间：香河总站4:30-19:10；通州西站6:00-20:45。3．938路首末站：香河总站－通州西站增设站位：通州西站。营业时间：香河总站－通州西站6:00、7:00、8:00、16:00、17:00、18:00，天下第一城－通州西站区间4:30-19:30；通州西站－香河总站7:40、8:40、9:40、17:40、18:40、19:40，通州西站－天下第一城区间6:00-21:00。4．T103路将原803路与柴厂屯通勤快车整合，路号为T103路。首末站：柴厂屯－通州西站中途设站：柴厂屯、半截河村、前马坊村南站、前马坊村、后马坊村、小务村、小务村东、大务路口、鲁城村、后营村、后元化村、罗庄村、边槐庄村、军庄村、觅子店、觅子店路口、凌庄、马头村、漷县镇政府、姚辛庄北口、武窑村、张家湾开发区、地铁土桥站、地铁梨园站（通州西站→柴厂屯方向）、杨家洼（柴厂屯→通州西站方向）、地铁九棵树站、果园环岛西、通州北苑路口西、通州西站。营业时间：柴厂屯4:50-19:00；通州西站6:30-20:40。
80,7月6日调整线路通告,07/01 2020,为配合林萃路北延段开通，北京公交集团拟于2020年7月6日首车起，将478路调整改经林萃路北延段。同日起，对2条客流较低的微循环线路予以调整、撤销。具体方案如下：1．调整478路调整后首末站不变（小辛庄村－学知桥北）。路由：由小辛庄村发出，沿478路原路由至黄平路，改经科星路、建材城中路、黑泉路、林萃路、大屯路、清华东路、学院路，再沿478路原路由至学知桥北。中途设站：小辛庄村、小辛庄、小辛庄西、龙锦苑东二区北门、霍营、上坡佳园西门、霍营乡、华龙苑南里北门、黄平路口南（小辛庄村→学知桥北方向）、黄土店火车站、科星路南口（学知桥北→小辛庄村方向）、枫丹丽舍小区东、西小口路口北、西小口路口南、黑泉路南口、宝盛里小区、龙岗路东口、地铁林萃桥站、京师园北门、倚林佳园东门、澳林春天小区、林萃路口北、奥运村西、北沙滩桥东、北沙滩桥西、二里庄北口、中国农业大学东校区、学院路北口、成府路口南、北京航空航天大学、学知桥北。营业时间：小辛庄村5:30-22:20；学知桥北6:20-23:00。478路调整后，将增加回龙观地区公共交通服务路径，方便回龙观东部地区乘客出行。原黄平路沿线前往西三旗、清河方向的乘客可改乘607路；原建材城西路沿线前往清河、学清路、学院路沿线的乘客可改乘606路、693路。 2．调整专18路调整后首末站：北京南站南广场－北京南站南广场路由：由北京南站南广场发出，经北京南站路、马家堡东路至西罗园路西口，沿专18路原路由绕行西罗园社区后，沿马家堡东路向北，经北京南站路至北京南站南广场。中途设站：北京南站南广场、四路通、西罗园路西口、西罗园路、西罗园路南口、木樨园桥西、洋桥北、四路通、北京南站南广场。营业时间：平日6:00-9:10、16:00-19:10，节假日9:00-16:00。 3．撤销专9路撤销低效线路。专9路撤销后，前往大红门路沿线海户屯、海慧寺、南顶村等地区的乘客可改乘71路；大红门路南段沿线乘客可改乘511路、专163路。
81,6月30日首车起 331路线路调整,06/24 2020,受到前期有轨电车西郊线开通和原香山公交场站腾退的影响，331路香山路沿线客流下降较为明显。为高效配置运力资源，提升地面公交整体运营效率，自2020年6月30日首车起，调整331路，优化整合香山路沿线并行线路，削减香山路沿线重复路由及设站。调整后首末站：新街口豁口－西苑北站。增设“西苑北站”站，取消颐和园－香泉环岛沿线各站。营业时间：新街口豁口5:10-23:00，西苑北站5:30-23:00。为保障香山路沿线基础出行服务，配合331路调整，563路将增加车次、延长营业时间并适时采取区间车等调度措施，承担香山路沿线的客流需求。同日起，563路西直门末车时间由22:00延长至23:20，香山公园东门末车时间由21:00延长至22:00。同时双向增设“西苑北站”，方便与调整后的331路同台换乘。原乘坐331路前往香泉环岛方向的乘客，可在“西苑”“西苑北站”同台换乘563路；原由香泉环岛乘坐331路的乘客，可乘坐563路在“西苑北站”同台换乘331路。
82,6月29日首车起 调整970快中途路由,06/23 2020,为方便密云城区乘客快速、就近接驳市区轨道交通网，自2020年6月29日首车起，调整970快中途路由。调整后线路改由西统路出入京承高速，微调密云城区部分路由，同时由现状早晚高峰运营调整为全日运营。调整后首末站不变（密云汽车站－地铁望京西站）中途设站：密云汽车站、密云新农村、长城环岛、光阳小区、密云老城墙、宾阳西里、宾阳小区、宾阳北里、密云沙河、沿湖小区北门、密云滨河大桥、密云鼓楼、密云果园小区、密云西大桥、密云西大桥西站、兴云小区、燕落寨、河槽、程各庄、地铁望京西站。营业时间：密云汽车站5:00-18:00；地铁望京西站7:00-20:00。
83,6月28日 调整线路公告,06/22 2020,"








为落实全市地面公交线网规划，丰富线网布局，增加微循环线路时间服务覆盖，北京公交集团拟于2020年6月28日首车起，调整45路、56路，延长专30路、专56路营业时间。具体如下：



一．调整线路
1．45路
调整后首末站：三路居公交场站－阜成门内
增设站位：三路居公交场站、广外甘石桥、白云桥西、月坛北街（三路居公交场站→阜成门内方向）、月坛公园（三路居公交场站→阜成门内方向）、阜成门南（三路居公交场站→阜成门内方向）、武定胡同（阜成门内→三路居公交场站方向）、白塔寺（阜成门内→三路居公交场站方向）、阜成门内。
撤销站位：月坛北街北站、展览路口南（单向）、展览路口北（单向）、百万庄东口、二里沟东口、北京展览馆、动物园枢纽站。
营业时间：三路居公交场站5:20-22:20；阜成门内6:00-23:00。
45路调整后，将丰富三里河东路、月坛北街、武定胡同线路走向，方便沿线乘客出行。前往展览馆路、动物园枢纽站沿线乘客可改乘65路、特19路等线路出行。
 
2．56路
调整后首末站：大观园公交场站－动物园枢纽站
增设站位：展览路口北（大观园公交场站→动物园枢纽站）、百万庄东口、二里沟东口、北京展览馆、动物园枢纽站。
撤销站位：阜外西口（单向）、甘家口东（单向）、甘家口北（单向）、百万庄东口（单向，百万庄大街）、百万庄中街、百万庄西口。
营业时间：大观园公交场站5:30-22:30；动物园枢纽站6:00-23:00。
56路调整后，将增加阜成门外大街至展览馆路的线路走向，丰富线网布局。原线路调整撤出路段可由101路替代。
 
二．调整营业时间
1．专30路：调整为全日运营，调整后营业时间：翠林小区6:00-21:00；马连道胡同6:30-21:30。
2．专56路：平日晚高峰末车时间由20:00延长至21:00。
 









"
84,6月25日、6月26日   新开、调整、撤销线路通告,06/20 2020,为落实全市地面公交线网规划，方便市民出行，提升运营效率和服务能力，同时配合回龙观公交场站升级改造，北京公交集团拟于2020年6月25日、26日，共新开、调整、撤销14条公交线路，部分线路增设中途站位、调整营业时间。方案实施后，可方便颐慧佳园、西山湖、融景城、龙锦苑、稻田回迁楼、燕保阜盛家园等小区居民出行，同时削减部分低效重复线路及路段，提升地面公交整体运营效率。具体如下：一．6月25日实施线路（一）调整、撤销线路1．调整393路调出西苑枢纽站，减少线路围绕西苑枢纽站进出带来的迂回空驶绕行，加快车辆周转。调整后首末站：育新小区－西苑西苑地区上车站位改为枢纽站外“西苑”站，取消原枢纽站内“西苑枢纽站”站。营业时间：育新小区5:30-22:15；西苑5:30-23:00。2．调整469路增加五路居南街、颐慧佳园路等道路地面公交线网覆盖，方便五福玲珑居、颐慧佳园等小区乘客就近接驳地铁6号线海淀五路居站。调整后首末站：颐和园西门－地铁海淀五路居站增设站位：正福寺（单向）、五福路北口、五福路、五路居路东口、颐慧佳园路南口、五路居南街南口、地铁海淀五路居站；撤销站位：车道沟桥西（单向）、彰化村（单向）、彰化路东口。营业时间：颐和园西门5:30-21:30；地铁海淀五路居站6:10-22:10。3．调整545路调整后路号专111路。配合重聚路西段断头路打通，减少公交车辆原地掉头带来的安全隐患。调整后首末站不变（吴庄公交场站－老山西街）增设站位：重聚路西口、芳园西街南口；撤销站位：莲芳桥南（单向）。营业时间：吴庄公交场站5:30-22:40；老山西街5:50-23:00。特别提示：取消重聚路原地掉头后，重聚路上前往地铁八宝山站、老山西街方向的乘客，请在重聚路北侧（西行方向）站台乘车；前往吴庄、吴庄公交场站方向的乘客，请在重聚路南侧（东行方向）站台乘车。4．调整专86路调整景阳大街路段由现状单向通行调整为双向通行，同时由现状工作日早晚高峰运营调整为工作日、节假日全日运营，方便融景城小区居民出行。调整后首末站：融景城公交场站－京原东站中途设站：融景城公交场站、景阳东街南口、景阳大街南口、景阳大街北口、莲石东路西口、衙门口西、京原路口东（融景城公交场站→京原东站方向）、鲁谷路衙门口（京原东站→融景城公交场站方向）、银河大街（京原东站→融景城公交场站方向）、京原东站。营业时间：融景城公交场站6:00-21:40；京原东站6:20-22:00。5．撤销594路撤销低效重复线路，削减与轨道交通长距离并行路段。替代线路：601路、450路、596路、538路。（二）调整中途站位1．33路：公主坟西→远大路东口方向增设“彰化路东口”站。2．专98路：在颐慧佳园A区北门处增设“彰化南路”站，原“彰化南路”站更名为“彰化南路东站”。同时，原“五福居路”站更名为“五福路”，原“彰化南路西口”站更名为“彰化南路西站”。 二．6月26日实施线路（一）新开、调整线路1．新开964路方便晓幼营、西石府等地区及西山湖小区乘客出行，就近接驳321路、339路等地面公交干线。首末站：晓幼营－云岗北区中途设站：晓幼营、西石府、南四位路口北、常乐寺、西山湖小区、北洛平村、天路通、魏各庄、西王佐、王佐学校、东王佐、南宫北站、云岗、云岗北区。营业时间：晓幼营6:00-19:20；云岗北区6:30-20:00。964路开通后，原快速直达专线135同步停驶。2．调整344快调整后路号344路。配合回龙观公交场站升级改造，改由位于霍营东路的临时公交场站驻发。调整后首末站：小辛庄－德胜门西增设站位：小辛庄、小辛庄西、龙锦苑东二区北门、上坡路口西、和谐家园一区北门、龙锦苑一区（德胜门西→小辛庄方向）、龙锦苑二区（小辛庄→德胜门西方向）、田园风光雅苑、龙锦苑四区、马连店南口、流星花园（德胜门西→小辛庄方向）、龙禧苑三区北门（小辛庄→德胜门西方向）、龙禧苑三区路口西。营业时间：小辛庄5:20-22:00；德胜门西5:30-23:00。3．调整618路配合回龙观公交场站升级改造，改由位于霍营东路的临时公交场站驻发，增加龙锦三街地面公交服务。调整后首末站：龙锦苑东五区南门－月坛体育场增设站位：龙锦苑东五区南门、龙锦苑东二区南门、龙锦三街东口、和谐家园一区南门、龙锦苑五区北门、龙锦苑六区、东亚上北小区、龙兴园、双泉堡南；撤销站位：回龙观公交场站、云趣园三区北门（单向）、云趣园二区东门（单向）、龙禧苑三区北门、龙禧苑二区。营业时间：5:30-22:00。4．调整夜38路配合回龙观公交场站升级改造，改由位于霍营东路的临时公交场站驻发。调整后首末站：天鑫家园－德胜门西增设站位：天鑫家园、华龙苑北里北门。营业时间：23:20-4:50。5．调整832路中途路由改经长于南大街、长韩路，方便稻田、高佃各小区居民快速往返中心城区，落实京港澳高速地面公交干线规划，提升公交干线客流吸引力。调整后首末站不变（梨村→北纬路东口／南纬路→梨村）增设站位：长于南大街、兰花文化休闲公园北门、地铁稻田站南、地铁稻田站北、高佃村、高佃村北；撤销站位：独义村。梨村→北纬路东口方向“稻田一村”站移至路口东，南纬路→梨村方向“大宁山庄”站移至路口东。营业时间：梨村5:15-19:20；南纬路7:00-21:00。6．调整896路方便燕保阜盛家园、五矿铭品等小区居民出行。调整后首末站不变（梨村－七里庄）增设站位：燕保阜盛家园、知兴东路、地铁良乡大学城站东、燕保大学城家园（七里庄→梨村方向）、阳光南大街（梨村→七里庄方向）。营业时间：梨村4:45-19:00；七里庄6:15-20:40。7．调整868路按照怀柔区政府部门要求，缓解怀柔汽车站周边交通压力，调整线路末站至于家园。调整后首末站：云佛山滑雪场－于家园增设站位：云北小区、梨园庄、下园、于家园；撤销站位：怀柔汽车站。营业时间：云佛山滑雪场5:20-17:50；于家园7:00-19:30。8．调整987路由于云龙涧风景区公交场站腾退，不再具备公交车辆驻发条件，调整线路首站至云佛山滑雪场。调整后首末站：云佛山滑雪场－地铁望京西站增设站位：云佛山滑雪场、京溪小区、溪翁庄东、云北小区、梨园庄；撤销站位：云龙涧风景区、东营子、密云七孔桥。营业时间：云佛山滑雪场5:40-6:40、14:30-15:30；地铁望京西站8:40-9:40、17:30-18:30。9．调整991路因青年路口掉头存在安全隐患，按照属地交管部门建议，改由黄杉木店路掉头折返。调整后首末站：孙河公交场站－黄杉木店路南口增设站位：黄杉木店、黄杉木店路南口。营业时间：孙河公交场站4:50-20:00；黄杉木店路南口6:05-21:40。（二）调整中途站位1．836路：双向增设“大韩继村口”“龙乡苑”站，大韩继公交场站→天桥汽车站方向增设“房山汽车站”站。2．840路：双向增设“小葆台南”站。3．907路：双向增设“大韩继村口”站。4．917路：双向增设“龙乡苑”站，十渡公交场站→天桥汽车站方向增设“房山汽车站”站，天桥汽车站→十渡公交场站方向增设“房山医院路口”站。5．934路：双向增设“燕保阜盛家园”“义和庄”“义和庄东里”站。6．970路：双向增设“密云工会”“蓝河湾小区”“橡树湾小区东”“贾山村南”“木林东口”站。7．980路：双向增设“梨园庄”“地铁花梨坎站”站。8．F18路：双向增设“南尚乐西站”站，张坊客运站→长兴大街北口方向增设“篱笆房”“悦都新苑一区”站。9．F27路：双向增设“西东村东”站，首发物流→龙门口客运站方向“良乡东关”站移至昊天大街，与646路并站。10．F34路：双向增设“燕保阜盛家园”“燕保大学城家园”站。11．F41路：双向增设“龙乡苑”站。12．F45路：双向增设“南尚乐西站”站。（三）调整营业时间1．934路：调整后营业时间：5:30-8:30、15:00-19:00。2．F35路：调整后营业时间：祖村5:40-18:30；地铁广阳城站北6:15-19:30。（四）站名调整1．836路、907路“大韩继”站更名为“大韩继公交场站”。2．970快、980路、987路“怀杨路口北”站更名为“怀杨路口”。3．970快、980路、H52路“统军庄路口东”站更名为“统军庄路口西”。4．H44路“梨园庄”站更名为“梨园庄村”。5．H52路“木林”站更名为“木林东口”。
85,6月20日调整线路通告,06/15 2020,自2020年6月20日首车起，北京公交集团拟调整专76路、71路、特12路（内、外环），具体如下：1．专76路调整后首末站：五间楼－角门南站中途设站：五间楼、榴乡路北站、石榴园东区、地铁石榴庄站、南顶小区、南顶村北站、地铁大红门站、鑫福里小区、地铁角门东站、角门、角门南站。营业时间：五间楼平日6:00-9:15、16:00-19:15，节假日9:00-16:20；角门南站平日6:25-9:40、16:25-19:40，节假日9:25-16:45。配合时村大街西口东西方向贯通，专76路调整后，将增加时村大街－临泓路贯穿线路走向，方便沿线乘客出行。  2．71路调整后首末站：肖村桥西－友谊医院东肖村桥西→友谊医院东方向增设站位：南顶村北口、天桥商场、福长街、友谊医院东；友谊医院东→肖村桥西方向增设站位：友谊医院东、友谊医院、南纬路、南顶村北口。营业时间：肖村桥西5:20-22:20；友谊医院东6:00-23:00。71路调整后，将方便永外、大红门地区乘客往返友谊医院的生活就医出行。 3．特12路内、外环调整后首末站不变（永定门长途汽车站环行）。内、外环返回场站方向均改行南站幸福路，方便二环路沿线乘客接驳北京南站。同时，内环方向景泰桥－陶然桥路段改行二环主路，加快二环规划干线车辆周转，减少线路在永定门、先农坛地区的迂回绕行。内环增设“开阳桥西”“北京南站”站，取消“永定门东”“陶然桥东”站，“天坛南门”站平移至二环主路。前往景泰桥－陶然桥辅路沿线的乘客可改乘122路。外环增设“陶然桥东”“开阳桥西”“北京南站”站，取消“陶然亭公园南门”站。营业时间不变，内、外环均为5:30-22:00。
86,6月16日首车起 302路双向增站,06/10 2020,为方便乘客出行，自2020年6月16日首车起，302路双向增设“豆各庄”站。
87,6月15日新开线路、调整站位通告,06/09 2020,为方便乘客出行，落实全市地面公交线网规划，北京公交集团于2020年6月15日首车起，新开382路、专175路，同时部分线路增设中途站位、调整营业时间，具体如下：一．新开线路1．新开382路落实京通快速走廊双桥－国贸高峰干线规划，方便双桥农场周边地区及双桥路沿线乘客出行。首末站：双桥农场西站－大北窑东中途设站：双桥农场西站、五号井小区、双桥农场、双桥农场北站、双桥中路、双桥中学、咸宁侯东站、咸宁侯、东柳、双桥南、双桥西、八王坟东（大北窑东→双桥农场西站方向）、八王坟西（双桥农场西站→大北窑东方向）、郎家园、大北窑东。营业时间：双桥农场西站5:00-9:00、16:30-19:30；大北窑东5:35-9:35、17:05-20:05。382路开通后，原通勤快车同步停驶。2．新开专175路受到马各庄、雷庄等地疏解腾退的影响，原客流群体转移至皮村，导致皮村地区客流需求增加。拟依托龙湖长楹天街公交场站开行微循环线路，加强皮村地区接驳地铁6号线的早晚高峰公交服务供给。首末站：龙湖长楹天街－皮村西口中途设站：龙湖长楹天街、常新路口西、住欣家园、地铁草房站、金榆路南口、黎各庄、朝阳农场、皮村西口。营业时间：龙湖长楹天街6:00-9:30、17:30-20:00；皮村西口6:00-10:00、17:30-20:30。二．增设、调整中途站位1．6路、38路：原“六里桥东”上车站更名为“六里桥东公交场站”。2．60路：双向增设“红桥路口北”“花市路口南”“台基厂路口西”“鼓楼北”站，黄寺总政大院→龙潭公园方向增设“鼓楼外大街南站”站。3．82路：双向增设“安华桥北”“鼓楼北”“锣鼓巷”站。4．339路：双向增设“长辛店”站。5．343路：双向增设“和义公园”站。6．410路：双向增设“洪村东”站。7．452路：晓月苑小区→玉泉路口南方向增设“新月家园”站。8．456路：双向增设“永华路口南”站，菜户营桥东→思邈路方向增设“大观园西”站。三．调整营业时间97路：晓月苑公交场站首车时间由5:30调整至5:20。
88,调整专203路、804路通告,05/28 2020,为方便副中心乘客出行，完善副中心公交服务保障，结合春明西路、畅和东路等新建道路的开通，北京公交集团于2020年6月3日首车起，调整专203路、804路，具体如下：1．专203路调整后首末站：地铁临河里站－东小营公交场站由地铁临河里站发出，经梨园南街、梨园路、净水街、临河里路、梨园南街、滨河中路、东六环西侧路、运河东大街、通济路、潞阳大街、春明西路至东小营公交场站。中途设站：地铁临河里站、梨园路北口（地铁临河里站→东小营公交场站方向）、梨园路南口（东小营公交场站→地铁临河里站方向）、净水街、临河里路北口、玉桥东里南门、梨园南街、梨园南街东口、通州杨坨南（地铁临河里站→东小营公交场站方向）、通州杨坨（东小营公交场站→地铁临河里站方向）、地铁郝家府站、地铁东夏园站、东夏园路口南、朗清园西站、朗清园东站、春明西路、东小营、东小营公交场站。营业时间：5:30-23:00。2．804路调整后首末站不变（杨洼→北京站东／北京站前街→杨洼）由杨洼发出，沿804路原路由至七级村，经春明西路、潞阳大街、畅和东路、大营东街、胡郎路至运河东大街，再沿804路原路由至北京站东。增设站位：朗清园东站、畅和东路、后北营南（北京站前街→杨洼方向）、后北营。营业时间：杨洼4:50-18:50，北京站前街6:30-21:00。
89,6月1日首车起 部分线路增站调整,05/28 2020,为方便乘客出行，结合乘客意见建议，自2020年6月1日首车起，以下线路增设中途站位：1．367路：双向增设“体育公园北门”站。2．383路：双向增设“军庄中学”站。3．394路：双向增设“海淀公园”站。4．597路：双向增设“金顶北路”站。5．专110路：双向增设“石景山火车站”站。
90,快速公交4线支停驶通告,05/28 2020,因地铁6号线延长至金安桥后，原阜石路沿线乘坐快速公交4线支前往地铁海淀五路居站换乘地铁6号线的需求下降。为高效配置运力资源，提升阜石路快速公交走廊服务能力，落实地面公交干线网规划，自2020年6月1日首车起，停驶快速公交4线支（龙泉西公交场站－地铁海淀五路居站）。原快速公交4线支运力投放至快速公交4线（龙泉西公交场站－阜成门）。
91,5月26日线路调整通告,05/21 2020,自2020年5月26日首车起，北京公交集团拟调整937路等公交线路，同时部分线路增设中途站位、调整营业时间，具体如下：一．调整线路1．937路调整延长至西红门公交场站，增加兴华大街北段地面公交服务，方便沿线乘客前往西红门地区生活出行。调整后首末站：西胡林－西红门公交场站增设站位：利民巷（单向）、地铁高米店南站（单向）、青岛嘉园、地铁高米店北站、兴华桥南、地铁西红门站、西红门公交场站。西胡林→西红门公交场站方向“洪村”站移至路口以北。营业时间：西胡林4:40-20:20；西红门公交场站6:00-21:45。2．842路路号调整为X102路。因亿发工业园区公交场站腾退，不再具备运营保障条件，调整线路至丽园路公交场站。调整后首末站：西胡林－丽园路公交场站增设站位：利民巷（单向）、丽园路公交场站；撤销站位：东方时尚驾校南门、东方时尚驾校北门、亿发工业园区。营业时间：西胡林4:45-18:50；丽园路公交场站6:50-21:00。3．947路路号调整为X107路。因王桂路道路破损严重，无法保障公交车辆安全通行，且桂村地区拆迁客流下降，调整线路至海子角公交场站。调整后首末站：海子角－高家堡增设站位：海子角、海子角东口；撤销站位：桂村职校、桂村北口、邢各庄南站、邢各庄、邢各庄北站、刘村。“海子角北口”站移至848路站位。营业时间：海子角5:30-21:00；高家堡5:00-20:00。原桂村地区乘客可乘坐679路出行。4．X108路方便庞各庄地区龙熙旭辉、天恒旭辉、盛兴园等新建小区居民出行。调整后首末站：思邈路－繁荣路增设站位：龙熙旭辉小区、天恒旭辉小区（单向）、隆平大街北口（单向）、繁荣路。营业时间：思邈路5:30-9:30、15:30-19:30；繁荣路6:00-10:00、16:00-20:00。5．F28路因周庄村内道路封闭，调整线路经由周庄村外围道路。调整后首末站：福兴－地铁广阳城站北增设站位：周庄村南；撤销站位：周庄村西。“周庄”站东移约130米。营业时间：福兴5:40-16:30；地铁广阳城站北7:20-18:30。6．F40路引入燕化二一八公交场站，加强线路运营控制。同时因周庄村内道路封闭，调整线路经由周庄村外围道路。调整后首末站：福兴－燕化二一八公交场站增设站位：周庄村南；撤销站位：周庄村西、燕化动力厂、丁家洼、羊头岗村、羊头岗、纬三路东口、城关新城路口、房山城关新城。“周庄”站东移约130米。营业时间：6:00-18:30。原线路调整撤出燕化二一八公交场站－房山城关新城沿线乘客可乘坐F80路出行。二．调整中途站位、营业时间1．424路、604路、609路、685路：双向增设“五福路北口”站。2．507路：小屯西路南口→五路方向增设“彰化路西口”（与专98路并站）、“五福路北口”站，原“彰化路西口”站更名为“云会寺路南口”。3．844路：路号调整为X104路。双向增设“枣园东巷南口”“康庄东巷路口”站，礼贤→丽园路公交场站方向增设“利民巷”站。4．848路：海子角→大北窑南方向增设“利民巷”站。5．F15路：双向增设“龙乡苑”站。6．F43路：金隅科技园→石花洞方向增设“良乡西路”站。营业时间调整为：金隅科技园6:20-18:00；石花洞6:30-17:45。7．F49路：房山侯庄→北车营方向增设“良乡西路”站。营业时间调整为：北车营7:20、9:40、11:40、14:00、15:50、18:05；房山侯庄7:55、9:45、11:55、13:25、15:40、17:30。8．F78路：房山侯庄→北车营方向增设“良乡西路”站。营业时间调整为：北车营6:20、8:40、10:40、13:00、14:55、17:15；房山侯庄6:55、8:55、10:55、12:25、14:40、16:40。9．特15路：双向增设“学院路北口”“中国农业科学院南门”站。
92,自2020年5月22日首车起 调整H67路营业时间,05/18 2020,为方便怀柔区东峪乘客出行，自2020年5月22日首车起，调整H67路营业时间。调整后营业时间为：于家园7:30、15:30；东峪8:45、16:45。
93,增站公告,05/11 2020,自2020年5月15日首车起，476路双向增设“上地三街东口”站。
94,自2020年5月11日首车起 部分线路增设中途站位,05/07 2020,为方便乘客出行，结合乘客意见建议，自2020年5月11日首车起，部分线路增设中途站位，具体如下：1．123路：东外斜街→牡丹园西方向增设“春秀路”“花园路南”站。2．128路：双向增设“郭家村南”“方庄南路”站，城外诚→后库方向增设“东单路口北”站。3．684路：双向增设“方庄南路”站，宋家庄枢纽站。
95,途经北京焦化厂部分公交线路将进行调整,04/22 2020,为配合化工路施工以及北京焦化厂公交场站迁址，自2020年4月23日首车起，途经北京焦化厂的部分公交线路进行调整，具体方案如下：638路调整至化工桥西场站发车，线路调整后，双向增设化工桥西、康化路北口临时站位，双向撤销北京焦化厂站。临6路调整至化工桥西场站发车，线路调整后，双向增设化工桥西临时站位。348、457路、637路双向增设化工桥西临时站位方便换乘638路。    
96,4月26日部分线路调整中途站位及营业时间,04/21 2020,为方便乘客出行，结合乘客意见建议，自2020年4月26日首车起，部分线路调整中途站位、营业时间，具体如下：1．105路：双向增设“护国寺”站；天桥→白石桥东方向增设“平安里路口南”站，取消“平安里路口北”站。2．111路：双向增设“护国寺”“平安里路口东”站，取消“平安里路口北”站。3．115路：双向增设“小庄路口东”站；康家沟→东黄城根北口方向增设“呼家楼北街”站。4．515路：双向增设“春秀路口北”“小关”站，“春秀路”站更名为“春秀路小区”。5．850路：双向增设“顺义五中”“李桥北站”“西八间房”站。6．850快：双向增设“顺义五中”“李桥北站”站。7．852路：双向增设“吉卧路口”站。8．907路：双向增设“龙乡苑”站。9．918路：双向增设“张镇西”“浅山香邑小区北”“顺义彩虹桥”站。10．944路：安贞桥西→奶子房方向增设“阜通西大街西口”站。11．952路：水墨林溪小区→四季青桥南方向“良乡北关”站更名为“良乡北关路口”。12．F5路：双向增设“常庄路口”站。13．F13路：行宫南门路口末车时间由20:00调整至20:15。14．F21路：双向增设“东庄子南”“河北法庭”“房山河南村口”站；开往房山客运站方向发车时间调整为：秋林铺6:20、莲花庵10:40、曹家房西14:25。15．F33路、F74路：双向增设“东南召东站”站，“良乡北关（北）”站更名为“良乡北关路口”。16．F35路：双向增设“交道南”站。17．F36路：营业时间调整为：阎村6:00-20:30，北车营西5:00-19:00。18．F37路、F38路：双向“良乡北关（北）”站更名为“良乡北关路口”。19．F48路：刘丈村→房山口头村方向增设“良乡西路”站；营业时间调整为：刘丈村6:00、10:00、13:30、16:30，房山口头村7:00、11:20、15:00、17:45。20．F61路：太平庄明慧嘉园发车时间调整为7:15、17:50。21．H69路：西行方向增设“北房开发区”站；东行方向增设“北房”站。
97,4月17日起  3路、43路调整中途站位,04/15 2020,为方便乘客出行，结合乘客意见建议，自2020年4月17日首车起，优化调整3路、43路部分中途站位。具体如下：1．3路“平安里路口南”北行站位北移约80米，与13路并站。调整后，由该站前往厂桥、地安门方向的乘客可在同一站台乘车。2．43路“东便门”西行站位东移约50米，与39路并站。调整后，由该站前往磁器口、蒲黄榆方向的乘客可在同一站台乘车。
98,4月15日增站  延时通告,04/10 2020,为方便乘客出行，结合乘客意见建议，自2020年4月15日首车起，部分线路增设中途站位、延长营业时间，具体如下：1．550路：调整后营业时间：云岗5:30-21:15，羊圈头村5:50-21:40。2．580路：双向增设“南海幼儿园”站。3．特2路：双向增设“地铁安贞门站”站。4．特7路：双向增设“温泉公寓”“广外甘石桥”站，前门→怡海花园西门方向增设“台基厂路口东”站。
99,845路、967路调整通告,04/02 2020,      因亿发工业园区公交场站腾退，不再具备运营保障条件，自2020年4月8日首车起，调整845路、967路。1．845路：首末站调整为狼垡→益泽路（丰益桥西→狼垡），撤销“亿发工业园区”站，同时依据乘客意见建议增设“樊羊路南站”站。营业时间：狼垡5:00-21:00，丰益桥西6:00-22:00。2．967路：首末站调整为狼垡东桥北－花园桥南，撤销“亿发工业园区”站。营业时间：狼垡东桥北5:00-20:00，花园桥南6:10-21:10。
100,3月26日起5条线路增设中途站,03/23 2020,为方便乘客出行，结合乘客意见建议，自2020年3月26日首车起，366路、369路、556路、676路、954路双向增设“西营房西”站。同时，954路双向增设“宏祥路东口”站。
101,3月21日首班车起 部分线路调整通告,03/17 2020,受上地七街与信息路交叉口道路施工影响，上地七街南行方向公交车站将于3月21日首班车起，临时向南迁移100米，涉及的公交线路有644路、626路、608路、932路、495路、909路、365路、446路、专85路、447路、320路、982路、快速直达专线138和定制公交线路。
