,title,time,content
217,“东直门北”站位调整通告,12/07 2018,“东直门北”站位调整通告按照交管部门缓堵工作要求，自2018年12月10日首车起，调整二环外环辅路“东直门北”站位。1．123路、130路“东直门北”北行站北移约200米至香河园路北侧过街天桥下。2．966路取消“东直门北”北行站位，乘客可在“香河园路西口”站乘车。
218,2018年11月26日 通济路（原宋梁路）站位调整通告,11/21 2018,为配合通济路（原宋梁路）规划公交站台的建成，自2018年11月26日首车起，途经线路部分中途站位调整至新建公交站台。同时，为方便乘客出行，增设部分中途站位。具体如下：1．804路：杨洼→北京站东方向“北刘村”站北移约100米至新建公交站台，增设“东夏园路口北”站；北京站前街→杨洼方向增设“东夏园路口东”站。2．808路：双向增设“召里南”站；大北窑南→佰富苑方向“召里”站北移约100米至新建公交站台。3．809路：双向增设“召里南”站；大北窑南→佰富苑方向“通胡路口南”站南移约50米至新建公交站台，站名调整为“后北营”，“召里”站北移约100米至新建公交站台。双向“通胡路口南”站名调整为“后北营”，“通州三中”站名调整为“胡各庄新村西”，“荔景园小区”站名调整为“荔景园南口”，“水仙西路路口东”站名调整为“三元村南”。4．822路：潮白河孔雀城→地铁潞城站方向“地铁东夏园站”站名调整为“东夏园路口东”；地铁潞城站→潮白河孔雀城方向“地铁东夏园站”调整至路口南新建公交站台，站名调整为“东夏园路口南”。5．893路：双向增设“召里”站；天洋城总站→地铁潞城站方向“地铁东夏园站”站名调整为“东夏园路口东”；地铁潞城站→天洋城总站方向“地铁东夏园站”调整至路口北新建公交站台，站名调整为“东夏园路口北”。6．894路：双向增设“东蔡各庄”、“召里”站；夏威夷蓝湾小区→地铁潞城站方向“地铁东夏园站”站名调整为“东夏园路口东”；地铁潞城站→夏威夷蓝湾小区方向“地铁东夏园站”调整至路口北新建公交站台，站名调整为“东夏园路口北”。7．快速直达专线101：安平香汐花园→地铁潞城站方向“地铁东夏园站”站名调整为“东夏园路口东”；地铁潞城站→安平香汐花园方向“地铁东夏园站”调整至路口南新建公交站台，站名调整为“东夏园路口南”。
219,配合城市副中心行政办公区搬迁  新开  调整公交线路通告,11/21 2018,为进一步完善城市副中心行政办公区地面公交服务，自2018年11月26日首车起，5条公交线路调整引入城市副中心行政办公区。同时，为实现北京东站地面公交接驳换乘，新开1条接驳线路。具体方案如下：1．调整312路。承担广渠路快速通勤走廊的功能，形成副中心往返中心城区的骨干快线。调整后首末站：东小营公交场站－大北窑东。由东小营公交场站发出，经运河东大街至乔庄，沿312路原路由至大北窑东。增设站位：东小营公交场站、地铁潞城站、地铁东夏园站、地铁郝家府站、通州杨坨桥西、京东运乔建材城、运乔嘉园。营业时间：东小营公交场站5:00-22:00，大北窑东5:10-23:00。2．调整442路。承担副中心连接通胡路、朝阳路的功能，接驳京通快速路322路、朝阳路快速公交2线等地面公交骨干线路。调整后首末站：东小营公交场站－杨闸。由东小营公交场站发出，经运河东大街、东六环西侧路、通胡路至武夷花园，沿442路原路由至杨闸。增设站位：东小营公交场站、地铁潞城站、地铁东夏园站、地铁郝家府站、通州杨坨（单向）、玉带河大街桥南（单向）、玉带河大街桥北（单向）、霍屯村东（单向）、霍屯村。营业时间：东小营公交场站5:00-22:40，杨闸5:50-23:40。3．调整专203路。承担副中心接驳地铁八通线的功能。调整后首末站：地铁临河里站－地铁潞城站。中途设站：地铁临河里站、地铁郝家府站、地铁东夏园站、地铁潞城站。营业时间：地铁临河里站6:30-9:30、16:00-19:00，地铁潞城站7:10-10:15、16:45-19:45，节假日停驶。4．调整专205路。承担副中心接驳通州火车站市郊铁路列车的功能。调整后首末站：通州火车站－地铁潞城站。中途设站：通州火车站、地铁郝家府站、地铁东夏园站、地铁潞城站。营业时间：通州火车站7:50、8:10、8:45、19:00，地铁潞城站6:30、17:45、18:15、18:45。5．恢复临8路走向并调整路别为T109路。前期配合运河东大街道路封闭，采取临时措施，运河东大街恢复通行后拟恢复原路由行驶。首末站：大地站－地铁潞城站。营业时间：大地站5:00-20:30，地铁潞城站6:00-21:30。6．新开专204路。承担北京东站与西大望路地面公交接驳的功能。首末站：北京东站北广场－北京东站北。营业时间：北京东站北广场6:30-20:30，北京东站北6:35-20:35。同时，31路北行增设“北京东站北”站，南行增设“八王坟南”站。
220,915路、915快增站通告,11/16 2018,      为方便乘客出行，自2018年11月20日首车起，915路、915快增设中途站位。南彩汽车站→东直门外方向增设“梅沟营北”站；东直门外→南彩汽车站方向增设“梅沟营”站，原“梅沟营”站更名为“梅沟营北”。同时，915快营业时间调整为：南彩汽车站5:00-18:45，东直门外7:00-20:30，敬请乘客留意。
221,868路调整通告,11/16 2018,      因868路云龙涧风景区不再具备公交线路运营保障条件，自2018年11月20日首车起，868路调整至云佛山滑雪场，【增设】 “云佛山滑雪场”、“京溪小区”、“溪翁庄东”站；【撤销】 “云龙涧风景区”、“东营子”、“密云七孔桥”站。营业时间：云佛山滑雪场5:40-17:50，怀柔汽车站7:30-19:30，敬请乘客留意。
222,部分公交站名调整通告,11/13 2018,按照昌平区政府部门要求，自2018年11月15日首车起，调整部分公交站名，具体如下：1．428路、996路“田园风光雅园”调整为“田园风光雅苑”。2．463路、922路“冠雅园”调整为“冠雅苑”，922路“冠雅园东”调整为“冠雅苑东”。3．465路“燕丹乡政府”调整为“燕丹村北口”。4．487路“未来科技城北站”调整为“未来科学城北站”，“未来科技城路北口”调整为“未来科学城路北口”，“未来科技城东路桥北”调整为“未来科学城东路桥北”，“未来科技城东路桥南”调整为“未来科学城东路桥南”。5．493路、884路、885路“昌平地税局”调整为“昌盛园北口”。
223,497路、627路调整通告,11/13 2018,         为方便郭公庄周边小区居民的出行，配合郭公庄新建公交场站的启用，自2018年11月15日首车起，调整497路、627路引入郭公庄新建公交场站。         调整后497路、627路由郭公庄西发出，沿下图路由至樊羊路恢复原线行驶。增设“郭公庄西”、“六圈南路中口”、“棉花城小区北”、“幸福家园小区南”、“郭公庄中街”、“幸福家园小区东”站。同时为方便沿线乘客前往天坛医院新址的就医出行，627路双向增设“花乡桥北”站。　　营业时间：497路郭公庄西5:20-21:30，木樨园桥6:00-22:10；627路郭公庄西5:15-22:00，航天桥西6:20-23:05。
224,国贸地区公交线路调整通告,11/11 2018,按照上级关于国贸地区疏解整治的工作要求，自2018年11月12日首车起，调整805路、811路、938路3条线路，具体如下：1．805路。调整后首末站：廊坊－通州北苑路口西。由廊坊发出，沿805路原路由至通州北苑路口西。新增站位：通州北苑路口南（单向）、通州北苑路口西（单向）；取消站位：大北窑西、日坛路、北京站东。营业时间：廊坊5:00-19:10；通州北苑路口西6:50-21:00。沿线乘客可在“果园环岛西”站换乘668路前往中心城区。2．811路。调整后首末站：燕郊冶金一局－通州北苑路口东。由燕郊冶金一局发出，沿811路原路由至通州北苑路口东。取消站位：八王坟西。营业时间：燕郊冶金一局5:00-21:10；通州北苑路口东6:10-22:20。通惠北路沿线乘客可乘坐615路、811路至通州北苑路口东，换乘667路前往中心城区。3．938路。调整后首末站：香河总站－通州北苑路口西。由香河总站发出，沿938路原路由至果园环岛西，经通朝大街、翠屏西路、103国道至通州北苑路口西。新增站位：地铁果园站、翠屏西路北口；取消站位：日光清城、大北窑西、北京站东。营业时间：香河总站－通州北苑路口西 6:00、7:00、8:00、16:00、17:00、18:00，天下第一城－通州北苑路口西 4:30-19:30；通州北苑路口西－香河总站 7:40、8:40、9:40、17:40、18:40、19:40，通州北苑路口西－天下第一城 6:00-21:00。沿线乘客可在“果园环岛西”站换乘668路，或在“地铁果园站”换乘312路前往中心城区。
225,11月5日起 1条公交线路进行调整,11/02 2018,为方便乘客出行，自2018年11月5日首车起，578路延长营业时间。调整后营业时间为：开发区交通服务中心5:00-22:00，博兴六路公交场站5:30-22:30。 ​​​​
226,11月1日起 9条公交线路进行调整,10/31 2018,为方便广大乘客早晚高峰通勤出行，北京公交集团自11月1日起，新开8条快速直达专线。届时将方便南部房山长阳，大兴黄村、亦庄，东部耿庄、土桥、梨园、于家务等居住区快速接驳地铁、通勤城区。具体为：    1、新开快速直达专线187（原香小镇-银河大街）：方便黄辛庄、长阳等地区居民快速通达石景山；    2、新开快速直达专线188（站前环岛东-经海二路）：方便黄村、枣园等地区居民快速通达亦庄；    3、新开快速直达专线189（泰禾拾景园-经海三路）：方便泰禾拾景园、定海园等沿线小区接驳地铁亦庄线；    4、新开快速直达专线190（地铁土桥站-枣营路北口）：方便土桥、梨园等地区居民快速通勤，接驳地铁14号线；    5、新开快速直达专线191（苏坨新村-地铁次渠站）：方便苏坨新村、耿庄等地区居民快速通勤，接驳地铁亦庄线；    6、新开快速直达专线192（于家务西里-双井桥东）：方便于家务、东马各庄等地区居民快速通勤，接驳地铁10号线；    7、新开快速直达专线193（太玉园总站-首经贸西校区）：方便太玉园、高楼金、加州小镇等地区沿线小区通达花乡；    8、新开快速直达专线194（天裕昕园-望京街）：方便天裕昕园、顺义古城等地区居民快速通达望京；此外，快速直达专线102线路由孙河公交场站-东直门调整至马泉营-东直门，方便马泉营等地区沿线小区通达东直门。    上述线路具体信息，乘客可通过北京定制公交网站交网站交网站交网站dingzhi.bjbus.com或定制公或定制公或定制公或定制公交手机APP查询，也可拨打96166服务热线进行咨询。 
227,10月26日起113路、116路、452路增站便出行,10/24 2018,为方便乘客出行，根据乘客的建议，自2018年10月26日首车起，3条线路增设中途站位。具体如下：1．113路：双向增设“方家胡同”站，祁家豁子→大北窑南方向增设“长虹桥南”站，大北窑南→祁家豁子方向增设“白家庄”站。2．116路：双向增设“砖角楼”站。3．452路：双向增设“青塔西路”站。
228,10月14日首车起 香山地区5条公交线路调整,10/12 2018,按照上级要求，2018年10月14日起，香山公交场站腾退。香山地区始发的318路、360路、331路等5条公交线路将进行调整，具体如下：1．318路、360路、360快、698路：调整至香泉环岛。双向增设“北京植物园南门”、“香泉环岛”站，开往香泉环岛方向取消“香山”站，香泉环岛发出方向“香山”站移至一棵松路。2．331路：调整至香泉环岛，双向取消“北京植物园南门”、“卧佛寺”、“香山”站。
229,9月25日起 5条公交线路调整,09/21 2018,2018年9月25日起，颐和园东宫门公交场站腾退。场站始发的5条公交线路将进行调整具体如下：1．303路、346路：首站调整至西苑枢纽站，增设“西苑枢纽站”上车站，双向增设“西苑北站”。2．508路、579路：首站调整至西苑，双向撤销“颐和园”站。3．夜8路：首站调整至地铁北宫门站，双向增设“地铁北宫门站”站。
230,9月10日起989路增设东坝地区站位,09/05 2018,为方便东坝地区乘客出行，自2018年9月10日首车起，989路双向增设“金泰丽富嘉园”、“东坝中路”站。
231,9月10日起391路调整中途站位 方便稻田回迁社区居民出行,09/05 2018,        为方便稻田回迁房社区及周边小区乘客出行，自2018年9月10日首车起，391路调整中途路由。调整后首末站不变（地铁园博园站－稻田村南口），由地铁园博园站发出，沿391路原路由至大宁山庄，经大宁二路、长韩路至稻田村南，再沿原路由行驶至稻田村南口。增设“高佃村”、“地铁稻田站北”、“地铁稻田站南”、“稻田村北”4站，撤销“地铁稻田站西”、“稻田一村”2站，“稻田村”站平移至长韩路上。营业时间：地铁园博园站5:20-22:30，稻田村南口6:00-23:00。
232,9月3日起天通苑地区新开3条快速直达专线,08/30 2018,"9月3日起天通苑地区新开3条快速直达专线，方便居民快速往返中心商务区 2018年9月3日（星期一）起，公交集团将起新开3条快速直达专线，方便天通苑地区居民快速往返金融街、国贸和中关村三大商务区的高峰通勤。具体为：
新开快速直达专线168：天通苑东区小学-金融大街，方便天通苑、太平庄等地区沿线接驳商务区；
新开快速直达专线169：天通苑东区小学-光华里，方便天通苑、太平庄等地区沿线接驳商务区。
新开快速直达专线170：天通苑东区小学-中关村南，方便天通苑、太平庄等地区沿线接驳商务区。
上述线路具体信息，乘客可通过北京定制公交网站dingzhi.bjbus.com或定制公交手机APP查询，也可拨打96166服务热线进行咨询。                                 北京公交集团                              2018年8月30日 附：3条快速直达专线线路信息 "
233,8月31日起土桥地区新开2条快速直达专线,08/30 2018,"8月31日起土桥地区新开2条快速直达专线为了进一步方便市民“最堵九月”出行，满足差异化个性化的乘车需求，公交集团将于8月31日（周五）起在土桥地区新开2条快速直达专线，方便土桥、通州半壁店、大稿新村和大厂潮白家园等地区连接通州商务区、接驳地铁的快速通勤。同时，快速直达专线22、101将同步增站、延时。具体为：    一、新开快速直达166、167    新开快速直达专线166：土桥村-地铁同济南路站，方便土桥、通州半壁店等地区沿线接驳商务区；    新开快速直达专线167：潮白河迎宾大道-土桥村，方便大厂潮白家园、八百户等地区沿线接驳地铁快速通勤。    二、调整快速直达22、101快速直达专线22：线路由新发地桥北延长至槐房西路，双向增设槐房西路、新宫村站。发车时间调整为槐房西路7:30，7:50，8:10，8:30，9:00，9:30。快速直达专线101：双向增设天下第一城，东寺庄村，武窑村，梁各庄村；撤销安平香汐花园18:00,18:30，地铁潞城站6:50,7:50班次。上述线路具体信息，乘客可通过北京定制公交网站dingzhi.bjbus.com或定制公交手机APP查询，也可拨打96166服务热线进行咨询。"
234,8月10日起公交集团增开3条南站高铁专线,08/09 2018,       7月30日起，北京公交集团在北京南站地区同步采取了常规公交增发夜间车次、夜班公交增配机动运力和开通南站高铁专线三项服务保障举措。截至8月8日夜间，北京南站公交夜间运营线路发车251次车次，累计运送乘客4948人次。其中，常规线路夜间增发134车次，运送乘客3096人次；夜班线路计划外加车7车次，运送乘车200人次；3条南站高铁专线发出110车次，运送乘客1652人次。      8月10日起 北京南站地区增开3条高铁专线】8月10日起，北京公交集团将在北京南站地区增开天通苑、回龙观和来广营方向的3条高铁专线。南站高铁专线的运营时间为每日【23:00-24:00】，6条线路的上车站点：均设在北京南站北广场，采取定点发车与人满即发相结合的运营模式，您可通过“北京定制公交”APP预定可享受票价优惠。
235,8月13日起，123路线路调整,08/06 2018,为配合金五星百货城公交场站腾退，同时增加春秀路线路走向，北京公交集团将于2018年8月13日首车起，调整123路。首末站：东外斜街（香河园桥）－牡丹园西。东外斜街→牡丹园西方向增设站位：东外斜街、春秀路北口、春秀路口北、东直门、牡丹园西。牡丹园西→香河园桥方向增设站位：牡丹园西、牡丹园、东直门、春秀路口北、春秀路北口、香河园桥。撤销站位：东直门枢纽站、北太平桥西（单向）、蓟门桥东、蓟门桥西、地铁大钟寺站（单向）、金五星百货城。营业时间：5:30-23:00。 
236,8月10日起，563路站位调整,08/02 2018,        按照交管部门缓堵工作要求，自2018年8月10日首车起，563路“魏公村路西口”西行站东移约150米，与运通103线并站。
237,8月9日起，5条公交线路优化调整,08/02 2018,        按照市政府关于国贸地区疏解整治的工作要求，北京公交集团拟于2018年8月9日首车起，优化整合402路、503路，同时配合调整516路等公交线路，具体如下：        1．402路、503路整合。调整后路号402路，首末站：祁家坟－北岗子东站。线路由祁家坟发出，沿402路原路由至大北窑北，再沿503路原路由至北岗子东站。中途设站：祁家坟、潘道庙、北京工业大学、北京工业大学北站、平乐园、南磨房、劲松桥东、双井桥南、双井桥北、大北窑南、大北窑北、亮马桥（单向）、燕莎桥南（单向）、燕莎桥东、安家楼、安家楼东、朝阳公园北门、东风桥东、酒仙桥商场、四街坊、三街坊、电子城小区、驼房营、大陈各庄、东八间房、雍家村、北石家村、北岗子东站。营业时间：5:00-23:00。        2．516路。调整后首末站：南皋－亮马桥。线路由南皋发出，经南皋路、首都机场辅路、彩虹路、酒仙桥北路至酒仙桥东路，沿516路原路由至亮马桥。增设站位：南皋、南皋西站、草场地、望京公园、彩虹路、北京电机总厂；取消站位：环行铁道。营业时间：南皋5:00-21:30，亮马桥5:40-22:10。        3．405路。四惠枢纽站→孙河公交场站方向改经大望桥上，取消“八王坟东”站，双向增设“白家庄北”站，营业时间调整为：四惠枢纽站5:30-22:30，孙河公交场站5:00-22:30。        4．418路。双向增设“酒仙桥南”、“酒仙桥商场”站，营业时间调整为：金盏5:00-22:30，东直门枢纽站5:30-23:30。 
238,北京公交集团增发北京南站地区夜间公交车次,07/30 2018,        7月30日起，北京公交集团将在北京南站地区采取常规公交增发夜间车次、夜班公交增发机动运力和客流高峰期间开通高铁专线三项服务举措，全力方便北京南站夜间抵京旅客多方向多区域的换乘出行。        措施一：常规公交增发夜间车次，102、106、133、665路末车后增加车次。其中，北广场公交枢纽：102路开往菜市口、西单、阜成门、动物园方向；106路开往天桥、崇文门、东直门方向；133路开往牛街、广安门、六里桥、晓月苑方向。南广场公枢纽：665路开往木樨园、成寿寺、亦庄方向。        措施二：夜班公交增发机动运力。南站地区乘客可在夜间乘坐夜17、夜24、夜15路去往北京站、和平东桥、北京西站方向，以上3条夜班公交将根据客流情况及时增发机动运力。        措施三：开行北京南站高铁专线。客流高峰期间将开行北京南站高铁专线，开往方庄、劲松、双井、国贸、团结湖、亮马桥、三元桥方向。        北京公交集团提示广大乘客，获取更多南站地区公交出行信息可拨打客服热线96166，或登录北京公交集团官方网站、微博、微信查询。
239,7月30日起3条公交线路增站延时,07/20 2018,为方便乘客出行，结合乘客需求建议，自2018年7月30日首车起，专67路增设中途站位，专92路、321路调整营业时间，具体如下：1．专67路增设中途站位。双向增设“广平大街”站，方便天恒世界集等新建小区居民的出行。2．专92路延长平日末车时间，并增加节假日运营。调整后营业时间：（平日）悦都新苑一区6:00-9:30、16:00-19:50，地铁篱笆房站6:10-9:40、16:10-20:00；（节假日）悦都新苑一区7:00-10:30、16:00-19:50，地铁篱笆房站7:10-10:40、16:10-20:00。3．321路调整首车时间。调整后营业时间：六里桥东5:50-23:00，南宫南站5:00-22:00。
240,7月26日起9条公交线路优化调整,07/20 2018,7月26日首车起，本市9条公交线路将进行优化调整，其中，调整线路8条，撤销线路1条，另有2条线路增设中途站位。具体如下：一、调整线路1．696路：由于黄港村公交场站合同到期，业主单位不再续租，无法支撑线路运营，调整线路至国展新馆公交场站。调整后首末站：芍药居公交场站－国展新馆公交场站。新增站位：孙河（单向）、地铁孙河站、北甸、顺义马连店、国展新馆、国展新馆公交场站；取消站位：孙河西（单向）、孙河乡政府、下辛堡、上辛堡、黄港村。营业时间：芍药居公交场站6:00-22:30，国展新馆公交场站5:30-22:00。2．648路：减少线路迂回绕行，同时改造为快线，新增朝阳路东段进入京通快速路的线路走向，方便通州城区北部以及西马庄、杨闸等地区乘客快速往返中心城区。调整后路号388路，首末站：疃里三区－大北窑东。中途设站：疃里三区、疃里二区、疃里一区、疃里新村、潞邑西路、小潞邑北站、小潞邑、耿庄桥北、结研所、北京物资学院南站、西马庄、八里桥北站、西军庄、杨闸环岛东、杨闸路口西、郎家园、大北窑东。营业时间：疃里三区5:30-21:10，大北窑东5:30-22:00。替代线路：435路、615路、605路。3．435路：配合648路调整，弥补648路调整后通州城区的线路走向，同时线路引入临河里公交场站，加强运营监控，提升线路运营质量。调整后首末站：五里桥－地铁临河里站。新增站位：五里桥、邓家窑、北京物资学院、天赐良园、北京物资学院南站、结研所、皇木厂、岳庄、玉桥中路南口、临河里路北口（单向）、临河里路（单向）、临河里路南口（单向）、地铁土桥站（单向）；取消站位：怡乐南街公交场站、怡乐中街、格瑞雅居小区、翠屏北里、翠屏西路北口、科印小区、通州北苑路口南、通州北苑路口东、通州西门路口东、梨园东里南区（单向）、通州小街桥东（单向）。营业时间：五里桥5:00-22:00，地铁临河里站5:30-22:40。替代线路：317路。4．317路：配合435路调整，弥补435路调整后翠屏西路沿线乘客的出行需求。调整后首末站不变（怡乐南街公交场站－小圣庙南站）。新增站位：怡乐中街、格瑞雅居小区、翠屏北里；取消站位：通州半壁店、北探小区、李老新村、新华联家园。营业时间：怡乐南街公交场站5:05-22:00，小圣庙南站5:50-22:40。替代线路：316路。5．445路：增加望京东部地区地面公交线网覆盖，解决宏泰东街、阜安路、阜安东路等道路有路无车问题，连接望京东部与酒仙桥地区。调整后首末站：南十里居－宏泰东街。新增站位：四街坊（单向）、将台路口东、国风北京、融科橄榄城（单向）、阜安路（单向）、阜安东路（单向）、宏泰东街。取消站位：阜通东大街东口、阜通东大街、望京医院、花家地北里、花家地西里二区（单向）、花家地西里（单向）、南湖南路（单向）、湖光中街（单向）、南湖中园南门（单向）、湖光中街西口（单向）、地铁望京西站。营业时间：南十里居5:00-22:40，宏泰东街5:40-23:20。替代线路：854路。6．373路：合并专110路，优化整合复兴路沿线重复线路，同时增加田村山南路中段地面公交线网覆盖，方便武颐嘉园、金隅瑞和园等小区居民的出行。调整后首末站：京原路口东－绿谷雅园小区。中途设站：京原路口东（单向）、鲁谷路衙门口、永乐西小区、焦家坟路口东、鲁谷西站、地铁八宝山站、八宝山、玉泉路口北、正大路西口、航天部医院、玉海园、田村山南路、总参通讯干休所、梁公庵、金隅瑞和园、龚村东口、巨山路南口、锦绣大地、碧桐园小区、绿谷雅园小区。营业时间：京原路口东5:00-22:20，绿谷雅园小区5:40-23:10。替代线路：76路、89路。7．15路：因南礼士路南口和西单路口已允许车辆左转，取消原平面立交迂回走向，减少线路迂回绕行。调整后首末站不变（动物园枢纽站－天桥商场）。新增站位：西单路口西（单向）；取消站位：真武庙（单向）、南礼士路（单向）、长椿街路口北（单向）。营业时间：5:00-23:00。8．87路：由于金五星百货城场站腾退，不再具备公交运营保障条件，调整至蓟门桥掉头返回。调整后首末站：定慧寺东－蓟门桥。新增站位：白石桥西、大钟寺（单向）、地铁大钟寺站（单向）、蓟门桥；取消站位：金五星百货城。营业时间：5:30-23:00。二、撤销线路专110路。线路走向由调整后的373路替代。三、增设中途站位1．89路：红莲南里→恩济里小区方向增设“莲花桥”站。2．371路：双向增设“龙域西一路南口”站。公交集团提示广大市民及时关注此次线路优化调整方案，合理调整日常出行方案，并可通过公交集团官方网站、微博、微信及96166客服热线获取更多线路详情。 
241,7月16日起 北京公交集团新开3条快速直达专线,07/12 2018,为了进一步方便市民出行，满足差异化个性化的乘车需求，公交集团将于7月16日（周一）起新开3条快速直达专线；新开通的快速直达专线为方便白各庄地区，西沙各庄地区等接驳地铁快速通勤。具体为：1、新开快速直达专线163：白各庄公交场站-地铁天通苑北站，方便白各庄、平西王府等地区沿线接驳地铁快速通勤。；2、新开快速直达专线164：宏福苑小区西-地铁天通苑北站，方便宏福苑小区、西沙各庄等地区沿线接驳地铁快速通勤。3、新开快速直达专线165：宏福苑小区西-霍营公交场站，方便平西王府、霍营等地区接驳地铁快速通勤。上述线路具体信息，乘客可通过北京定制公交网站dingzhi.bjbus.com或定制公交手机APP查询，也可拨打96166服务热线进行咨询。 
242,6月27日起 5条公交线路优化调整,06/21 2018,6月27日首车起，北京公交集团拟优化5条线路，其中：调整线路3条，撤销线路1条，调整营业时间线路1条。另根据乘客的需求建议，4条线路增设中途站位，方便沿线市民就近乘车。具体方案如下：一．调整线路1．306路。调整后首末站：金盏村－地铁草房站。增加金榆路地面公交线网覆盖，增加朝阳区沙窝、黎各庄、皮村地区快速通勤通道，方便金盏乡社区通勤及生活、就医出行，优化整合朝阳北路、东高路重复线路。中途设站：金盏村、金盏卫生院、金盏、东窑村北、东窑村口、幸福家园、皮村路口北、皮村西口、朝阳农场、黎各庄、朝阳区沙窝、金榆路高安屯北站、金榆路高安屯、金榆路南口、地铁草房站。营业时间：金盏村5:30-22:15，地铁草房站6:15-23:00。替代线路：639路、675路、640路。2．27路。调整后首末站：定慧寺东－安定门外。减少因进出五路公交场站导致的线路迂回绕行，加快车辆周转，提高服务水平。增设站位：定慧寺东；撤销站位：五路、车道沟桥（单向）、善家坟（单向）、慈寿寺桥。营业时间：5:00-23:00。替代线路：40路。3．2路。调整后首末站：双庙－宽街路口南。与17路合并，优化整合木樨园－前门沿线并行线路。增设站位：双庙、双庙北、地铁宋家庄站、宋家庄、顺四条、刘家窑桥东、刘家窑桥西、赵公口桥西、木樨园桥东、先农坛、天桥、珠市口南、前门；撤销站位：海户屯。营业时间：双庙5:00-23:00，宽街路口南5:10-23:30。替代线路：71路。二．撤销线路17路。线路走向由调整后的2路完全替代。三．调整营业时间639路。调整后营业时间：黎各庄5:30-21:00，北京站东5:30-22:00。四．增设中途站位1．45路：双向增设“马连道北路”站。2．74路：颐和园新建宫门→柳村方向增设“火器营”站。3．85路：五路→广外关厢方向增设“马连道北路”站。4．639路：双向增设“地铁常营站”站。北京公交集团提示广大市民及时关注此次线路优化调整方案，合理调整日常出行方案，并可通过北京公交集团官方网站、微博、微信及96166客服热线获取更多线路详情。
243,980快、993路增站通告,06/19 2018,     为方便乘客出行，结合乘客需求建议，自2018年6月26日首车起，980快双向增设“万象汇橡树湾小区”站；993路双向增设“翠柳大街”站。 ​​​​
244,配合国贸地区疏解整治 6月20日起7条公交线优化调整,06/14 2018,      按照市政府关于国贸地区疏解整治的工作要求，同时利用广渠快速路，进一步加强通州副中心与中心城区的快速交通联系，6月20日首车起，北京公交集团拟优化调整4条线路，同时3条线路配合调整中途站位。具体方案如下：一．优化调整线路1．调整669路。依托广渠路快速公交走廊，打造新的骨干快线，丰富广渠路快速通勤走廊服务方向，方便通州城区南部乘客快速往返中心城区。调整后首末站：万盛北街－大北窑南。线路由万盛北街发出，沿669路原路由至李老新村，经广渠路、广渠门外大街、东三环路至大北窑南。新增站位：郭家场桥、杜仲公园、朝阳半壁店、唐家村、大郊亭桥东、大郊亭桥西、珠江帝景、双井桥东、双井桥北（单向）、双花园（单向）、大北窑南；取消站位：通州杨庄南口、通州杨庄、新华联锦园、通州杨庄北口、通州北苑路口西（单向）、八里桥、八王坟东（单向）、八王坟西（单向）、大北窑东。营业时间：万盛北街5:10-22:00，大北窑南6:05-23:00。替代线路：668路。2．撤销626路。优化整合国贸地区及新华大街并行线路，节余运力资源用于加强322路、667路等骨干快线的运力。替代线路：322路、667路。3．调整322路。配合626路撤销，调整进驻古城西桥公交场站，解决武夷花园东部地区乘客出行。调整后首末站：古城西桥公交场站－四惠枢纽站。新增站位：古城西桥公交场站、霍屯村、八里桥。营业时间：古城西桥公交场站4:50-22:50，四惠枢纽站5:10-23:00。4．撤销502路。由于马各庄地区疏解，客流需求下降，削减国贸地区低效线路。替代线路：488路、673路、421路。二．调整中途站位1．667路。八里桥路段改行主路，方便通州城区乘客快速前往国贸地区，提高线路运营效率和服务水平。取消“通州北苑路口西”（单向）、“八里桥”站。配合调整，322路、647路双向增设“八里桥”站。2．647路。根据乘客出行需求，双向增设“杨家洼路口南”、“通州交通队”站，配合667路调整，双向增设“八里桥”站。3．924路。配合669路调整，双向增设“怡乐中街”、“翠屏北里”站。 
245,6月20日起453路、616路增站延时,06/14 2018,       由于南小街地区疏解，客流需求下降，自2018年6月20日首车起，453路由南小街西里调整至德茂桥东，增设“德茂桥东”站，撤销“南小街西里”、“向阳路口”（单向）、“宇航小区”、“南小街中里”、“南小街东里”站。营业时间：德茂桥东5:40-22:30，开发区交通服务中心5:10-22:00。       此外，为方便良乡地区乘客晚间出行，根据乘客需求建议，自2018年6月20日起，616路北京西站南广场末车时间由22:00延长至22:30。
246,6月11日起公交集团新开4条快速直达专线  方便乘客出行,06/08 2018,"      为了进一步方便市民出行，满足差异化个性化的乘车需求，公交集团将于6月11日（周一）起新开4条快速直达专线；新开通的快速直达专线为方便金盏地区、新发地地区、西红门地区、通州地区等接驳地铁快速通勤。具体为：
新开快速直达专线159：善各庄-蟹岛度假村东门，方便蟹岛、金盏等地区沿线接驳地铁快速通勤。；
新开快速直达专线160：天伦锦城南门-地铁角门西站，方便新发地、白盆窑等地区沿线接驳地铁快速通勤。
新开快速直达专线161：宏福路-地铁首经贸站，方便西红门、高立庄地区接驳地铁快速通勤。
新开快速直达专线162：临河里路南口-大北窑南，方便临河里、梨园、新华联地区沿线居民与国贸地区快速通勤。
      上述线路具体信息，乘客可通过北京定制公交网站dingzhi.bjbus.com或定制公交手机APP查询，也可拨打96166服务热线进行咨询。"
